BOOK_KEY,LAST_MDATE,PUBLTYPE,CDATE,TITLE,BOOKTITLE,PAGES,YEAR,VOLUME,MONTH,URL,CDROM,NOTE,SERIES,SCHOOL
books/daglib/0018942,2011-02-08,,,Paradox and paraconsistency - conflict resolution in the abstract sciences.,,I-XVIII 1-362,2002,,,,,,,
books/daglib/0080637,2011-05-02,,,Einführung in die funktionale Programmierung.,,I-XIII 1-284,1992,,,,,,Hanser Studienbücher der Informatik,
books/daglib/0027456,2017-05-16,,,Computer Science and Educational Software Design - A Resource for Multidisciplinary Work in Technology Enhanced Learning.,,I-XII 1-180,2011,,,,,,,
books/daglib/0008568,2011-04-07,,,Java data objects - store objects with Ease.,,I-XXI 1-356,2003,,,,,,,
books/daglib/0033243,2014-06-02,,,Better Game Characters by Design - A Psychological Approach.,,I-XXVII 1-336,2006,,,,,,The Morgan Kaufmann series in interactive 3D technology,
books/daglib/0001302,2017-05-16,,,Digitale Wasserzeichen - Grundlagen Verfahren Anwendungsgebiete.,,I-IX 1-183,2000,,,,,,Xpert.press,
books/daglib/0025956,2017-04-04,,,Camera Self-Calibration with Known Camera Orientation.,,I-VII 1-164,2005,,,,,,,University of Kiel Germany
books/daglib/0014682,2011-04-14,,,KI - Künstliche Intelligenz: Grundlagen intelligenter Systeme.,,1-296,2003,,,,,,,
books/daglib/0006564,2011-04-07,,,Online-Recht - Rechtsfragen im Internet (3. Aufl.).,,I-XXI 1-508,2002,,,,,,,
books/daglib/0070180,2011-04-19,,,Foundations of coding - theory and applications of error-correcting codes with an introduction to cryptography and information theory.,,I-XIII 1-336,1991,,,,,,,
books/daglib/0067981,2011-05-03,,,Produktivität durch Information Engineering.,,I-XIV 1-260,1990,,,,,,,
books/daglib/0032881,2014-03-12,,,Constructive Dialogue Modelling - Speech Interaction and Rational Agents.,,I-XVIII 1-160,2009,,,,,,Wiley series in agent technology,
books/daglib/0037402,2016-02-15,,,Fundamente der Informatik - funktionale imperative und objektorientierte Sicht Algorithmen und Datenstrukturen 2. Auflage.,,I-XVI 1-320,2012,,,,,,,
books/daglib/0016894,2011-03-24,,,Moderne Verfahren der Krypotgraphie - von RSA zu Zero-Knowledge (6. Aufl.).,,I-X 1-138,2006,,,,,,,
books/daglib/0008656,2017-01-19,,,Spatial indexing for object-relational databases.,,I-XVI 1-210,2001,,,,,,,Ludwig Maximilian University of Munich Germany
books/daglib/0000392,2015-04-27,,,The MFC answer book - solutions for effective visual C++ applications.,,I-XX 1-674,1999,,,,,,,
books/daglib/0021724,2011-03-16,,,Hidden Markov models and dynamic systems.,,I-XII 1-132,2008,,,,,,,
books/daglib/0022248,2017-05-16,,,Assignment Problems.,,I-XX 1-382,2009,,,,,,,
books/daglib/0008481,2011-04-07,,,Integrity control in parallel database systems.,,I-VIII 1-149,1992,,,,,,,
books/daglib/0085253,2011-04-27,,,Sammlung gewöhnlicher Differentialgleichungen.,,I-IV 1-212,1996,,,,,,,
books/daglib/0072852,2011-04-08,,,The SIMD Model of parallel computation.,,I-V 1-149,1994,,,,,,,
books/daglib/0030743,2013-03-04,,,Software Architecture - Foundations Theory and Practice.,,I-XXIV 1-712,2010,,,,,,,
books/daglib/0080563,2011-04-29,,,Foundations of computing - system development with set theory and logic.,,I-XXIV 1-668,1994,,,,,,,
books/daglib/0029204,2017-05-16,,,Mobile Roboter - Eine Einführung aus Sicht der Informatik.,,I-X 1-389,2012,,,,,,eXamen.press,
books/daglib/0067603,2011-04-07,,,MAP and TOP communications - standards and applications.,,I-XIV 1-541,1992,,,,,,Electronic systems engineering series,
books/daglib/0032438,2017-05-16,,,Substrate Noise Coupling in RFICs.,,I-XV 1-119,2008,,,,,,Analog Circuits and Signal Processing,
books/daglib/0005647,2011-02-03,,,Die Wiege des Web - die spannende Geschichte des WWW.,,I-XIII 1-410,2002,,,,,,,
books/daglib/0028897,2012-05-04,,,Drupal Development Tricks for Designers - a Designer-Friendly Guide to Drush Git and other Tools.,,I-XI 1-51,2012,,,,,,,
books/daglib/0094286,2011-03-25,,,Kommerzielle Nutzung des Internet - Unterstützung von Marketing Produktion Logistik und Querschnittsfunktionen durch Internet Intranet und kommerzielle Online-Dienste (2. Aufl.).,,I-XIII 1-336,1998,,,,,,,
books/daglib/0010662,2011-04-07,,,Programming language design concepts.,,I-XVIII 1-473,2004,,,,,,,
books/daglib/0000777,2011-04-12,,,Concepts of programming languages (4. ed.).,,I-XV 1-670,1999,,,,,,,
books/daglib/0007610,2011-04-15,,,Digital photography - pocket guide.,,I-XIII 1-114,2002,,,,,,,
books/daglib/0000902,2011-04-08,,,Methods and applications of interval analysis.,,I-XI 1-190,1995,,,,,,SIAM studies in applied mathematics,
books/daglib/0010057,2016-12-07,,,Storage and retrieval of XML documents with a cluster of database systems.,,I-XIX 1-227,2003,82,,,,,DISDBIS,ETH Zurich Zürich Switzerland
books/daglib/0084861,2011-04-29,,,Algebraic function fields and codes.,,I-X 1-260,1993,,,,,,Universitext,
books/daglib/0012897,2011-04-01,,,Test driving Linux - from Windows to Linux in 60 seconds.,,I-XVII 1-341,2005,,,,,,,
books/daglib/0022094,2011-03-24,,,Computer Systems Architecture - a Networking Approach (2. ed.).,,I-XXII 1-730,2006,,,,,,,
books/daglib/0036095,2017-06-13,,,Slicing the Truth - On the Computable and Reverse Mathematics of Combinatorial Principles.,,I-V 1-214,2014,28,,,,,Lecture Notes Series / Institute for Mathematical Sciences / National University of Singapore,
books/daglib/0028690,2017-05-16,,,Linked Data in Linguistics - Representing and Connecting Language Data and Language Metadata.,,,2012,,,db/books/daglib/0028690.html,,,,
books/daglib/0023546,2011-04-14,,,Knowledge Representation and Reasoning.,,I-XXIX 1-381,2004,,,,,,,
books/daglib/0029345,2012-11-06,,,Algorithms 4th Edition.,,I-XII 1-955,2011,,,,,,,
books/daglib/0024409,2011-02-03,,,Algorithmic and Computational Complexity Issues of MONET.,,I-XI 1-141,2008,,,,,,,
books/daglib/0082236,2011-04-29,,,Objektorientierte Programmierung mit ANSI C.,,I-XII 1-252,1994,,,,,,,
books/daglib/0098665,2011-04-21,,,Codierungstheorie.,,I-X 1-250,1999,,,,,,de Gruyter Lehrbuch,
books/daglib/0023547,2011-02-09,,,Elements of Automata Theory.,,I-XXIV 1-758,2009,,,,,,,
books/daglib/0070698,2011-05-03,,,Real-time system design.,,I-XIX 1-299,1990,,,,,,McGraw-Hill Computer Science series,
books/daglib/0010517,2011-04-07,,,Operating systems concepts with Java 6th Edition.,,I-XXIII 1-952,2004,,,,,,,
books/daglib/0018143,2011-03-21,,,Advanced memory optimization techniques for low-power embedded processors.,,I-XII 1-188,2007,,,,,,,
books/daglib/0035274,2015-05-11,,,Cognition - Theory and Practice.,,I-XXXIV 1-603,2013,,,,,,,
books/daglib/0070484,2011-05-03,,,Symbolic logic and mechanical theorem proving.,,I-XIII 1-331,1973,,,,,,Computer science classics,
books/daglib/0018272,2011-03-21,,,Constraint logic programming using Eclipse.,,I-XV 1-329,2007,,,,,,,
books/daglib/0019548,2011-03-23,,,Essentials of software engineering.,,I-XIV 1-384,2007,,,,,,,
books/daglib/0029496,2012-10-15,,,Mathematical Foundations of Computer Networking.,,I-XVIII 1-474,2012,,,,,,Addison-Wesley professional computing series,
books/daglib/0080541,2011-04-27,,,Programming in Ada 95.,,I-XVIII 1-702,1995,,,,,,,
books/daglib/0076238,2011-04-29,,,Oracle performance tuning - database management systems: covers versions 6 and 7.,,I-XXXV 1-603,1993,,,,,,Database management systems,
books/daglib/0081761,2011-04-12,,,Implementing configuration management - hardware software and firmware (2. ed.).,,I-XXV 1-380,1996,,,,,,,
books/daglib/0009528,2011-04-12,,,Introduction to computational molecular biology.,,I-XIII 1-296,1997,,,,,,,
books/daglib/0066936,2011-04-12,,,KARDIO - a study in deep and qualitative knowledge for expert systems.,,I-XIV 1-260,1989,,,,,,,
books/daglib/0002357,2011-04-12,,,Network printing - building print services on heterogeneous networks.,,I-XV 1-285,2000,,,,,,,
books/daglib/0075681,2011-04-29,,,Objektorientierte Programmierung in Oberon-2 (2. Aufl.).,,I-XIV 1-286,1994,,,,,,,
books/daglib/0017737,2011-03-25,,,The geometry of efficient fair division.,,I-IX 1-462,2005,,,,,,,
books/daglib/0069627,2014-01-07,,,Canonical forms in finitely presented algebras.,,1-201,1986,,,,,,Research notes in theoretical computer science,
books/daglib/0087651,2011-04-26,,,Interconnection networks - an engineering approach.,,I-XVIII 1-515,1997,,,,,,,
books/daglib/0025394,2017-05-29,,,Intentional Perspectives on Information Systems Engineering.,,,2010,,,db/books/collections/NSSR2010.html,,,,
books/daglib/0001812,2017-04-26,,,Nonmonotonic logic - context-dependent reasoning.,,I-XII 1-417,1993,,,,,,Artificial intelligence,
books/daglib/0067298,2011-05-04,,,Programmieren in C - mit dem C-Reference Manual in deutscher Sprache; ANSI C (2. Ausgabe).,,I-XV 1-279,1990,,,,,,,
books/daglib/0084246,2011-04-26,,,Software engineering.,,I-XIV 1-531,1996,,,,,,,
books/daglib/0073769,2017-04-26,,,Systematic introduction to expert systems - knowledge representations and problem-solving methods.,,I-XII 1-351,1993,,,,,,,
books/daglib/0000496,2011-02-02,,,Visualisierung - Grundlagen und allgemeine Methoden.,,I-XI 1-370,2000,,,,,,,
books/daglib/0087893,2011-02-03,,,Evolutionary algorithms in engineering applications.,,I-XXI 1-554,1997,,,,,,,
books/daglib/0032386,2017-05-16,,,Logistiknetzwerke - Modelle für Standortwahl und Tourenplanung 2. Auflage.,,I-X 1-337,2013,,,,,,,
books/daglib/0092281,2011-02-02,,,Logic design theory.,,I-XIII 1-306,1993,,,,,,,
books/daglib/0076457,2011-04-29,,,Notations for software design.,,I-XII 1-425,1994,,,,,,FACIT: Formal approaches to computing and information technology,
books/daglib/0037858,2017-05-16,,,Discrete Mathematics in Statistical Physics - Introductory Lectures.,,I-X 1-187,2009,,,,,,Advanced lectures in mathematics,
books/daglib/0068144,2011-05-03,,,Combinatorial algorithms for integrated circuit layout.,,I-XXVIII 1-697,1990,,,,,,Applicable theory in computer science,
books/daglib/0076735,2011-04-08,,,Object-oriented analysis and design with applications (2. ed.).,,I-XVII 1-589,1995,,,,,,Benjamin/Cummings series in object-oriented software engineering,
books/daglib/0022012,2011-03-24,,,Pragmatic Ajax - A Web 2.0 Primer.,,I-X 1-296,2006,,,,,,,
books/daglib/0067134,2011-05-05,,,Logic and structure (2. ed.).,,I-X 1-207,1989,,,,,,Universitext,
books/daglib/0033990,2017-05-16,,,Integrated Information Management - Applying Successful Industrial Concepts in IT.,,I-IX 1-157,2006,,,,,,Business Engineering,
books/daglib/0028896,2012-05-04,,,The Art of SEO - Mastering Search Engine Optimization 2nd Edition.,,I-XXII 1-688,2012,,,,,,,
books/daglib/0017642,2013-06-06,,,Advanced motion control and sensing for intelligent vehicles.,,I-XI 1-448,2007,,,,,,,
books/daglib/0084672,2011-04-27,,,Essential visual basic 4.0 fast - how to develop applications in visual basic.,,I-XII 1-186,1996,,,,,,,
books/daglib/0009081,2011-04-12,,,Come let's play - scenario-based programming using LSCs and the play-engine.,,I-XVIII 1-382,2003,,,,,,,
books/daglib/0022099,2011-02-08,,,Head First Web Design - a brain-friendly guide.,,I-XXXII 1-463,2009,,,,,,,
books/daglib/0037708,2017-06-14,,,Scientific Research in Information Systems - A Beginner's Guide.,,I-XI 1-162,2013,,,,,,Progress in IS,
books/daglib/0074216,2011-04-27,,,Grundlagen der funktionalen Programmierung.,,1-348,1994,,,,,,Leitfäden der Informatik,
books/daglib/0010382,2016-12-07,,,Semantische Mediation für heterogene Informationsquellen.,,I-XVIII 1-308,2003,261,,,,,DISKI,University of Bremen Germany
books/daglib/0079115,2011-04-27,,,The data handbook - a guide to understanding the organization and visualization of technical data (2. ed.).,,I-XXVII 1-350,1995,,,,,,,
books/daglib/0029914,2017-05-16,,,Business Process Management - Concepts Languages Architectures 2nd Edition.,,I-XV 1-403,2012,,,,,,,
books/daglib/0091721,2011-04-26,,,C interfaces and implementations - implementations for creating reusable software.,,I-XVII 1-519,1997,,,,,,,
books/daglib/0091270,2011-04-26,,,Windows NT server 4.0 for NetWare administrators - mastering the fundamentals of Windows NT.,,I-XXII 1-732,1997,,,,,,,
books/daglib/0036473,2017-05-16,,,Frames and Locales - Topology without points.,,I-XIX 1-398,2011,,,,,,Frontiers in mathematics,
books/daglib/0020434,2011-02-15,,,Java power tools.,,I-XXXV 1-871,2008,,,,,,,
books/daglib/0041230,2017-06-13,,,Spatial Microsimulation with R.,,1-259,2016,,,,,,Chapman & Hall/CRC the R series,
books/daglib/0034882,2017-06-14,,,Procedural Content Generation in Games.,,1-237,2016,,,,,,Computational Synthesis and Creative Systems,
books/daglib/0010656,2011-04-07,,,Synthesis and optimization of DSP algorithms.,,I-XI 1-164,2004,,,,,,,
books/daglib/0018907,2011-03-21,,,Programming collective intelligence - building smart Web 2.0 applications.,,I-XXI 1-334,2007,,,,,,,
books/daglib/0011407,2011-04-07,,,Upgrading to PHP 5 - all that's new in PHP 5: covers MySQL 4.1.,,I-XVIII 1-327,2004,,,,,,,
books/daglib/0011810,2011-04-12,,,Adobe InDesign CS - one-on-one.,,I-XXII 1-473,2004,,,,,,,
books/daglib/0014454,2011-04-01,,,Asterisk - the future of telephony: join the open source PBX revolution.,,I-XXII 1-380,2005,,,,,,,
books/daglib/0067762,2011-05-05,,,Entwurf und Technologie hochintegrierter Schaltungen.,,1-247,1989,,,,,,Leitfäden und Monographien der Informatik,
books/daglib/0016830,2011-03-24,,,Planning algorithms.,,I-XVI 1-826,2006,,,,,,,
books/daglib/0080838,2011-04-27,,,Combinatorial geometry.,,I-XIII 1-354,1995,,,,,,Wiley-Interscience series in discrete mathematics and optimization,
books/daglib/0033352,2017-05-29,,,Transforming Field and Service Operations Methodologies for Successful Technology-Driven Business Transformation,,,2013,,,db/books/collections/OOMD2013.html,,,,
books/daglib/0079185,2011-04-27,,,Logik für Informatiker (4. Aufl.).,,1-207,1995,,,,,,Reihe Informatik,
books/daglib/0018794,2011-03-25,,,Thinking about Gödel and Turing - Essays on Complexity 1970 - 2007.,,I-XIX 1-345,2007,,,,,,,
books/daglib/0007499,2011-04-15,,,Biometrics - advanced identity verification: the complete guide.,,I-XVIII 1-200,2002,,,,,,,
books/daglib/0022000,2011-03-16,,,Adobe InDesign CS4 one-on-one.,,1-560,2008,,,,,,,
books/daglib/0076468,2017-03-31,,,Erwerb rekursiver Programmiertechniken als Induktion von Konzepten und Regeln - ein kognitionswissenschaftlicher Zugang zum Erwerb kognitiver Fertigkeiten.,,1-165,1994,70,,,,,DISKI,Technical University of Berlin Germany
books/daglib/0030677,2017-05-16,,,Introduction to Cryptography with Maple.,,I-XXX 1-705,2013,,,,,,,
books/daglib/0005825,2011-03-25,,,Unit Tests mit Java - der Test-First-Ansatz.,,I-XIII 1-333,2002,,,,,,,
books/daglib/0067377,2011-05-05,,,Systems management under UNIX - and UNIX-like systems.,,I-X 1-222,1987,,,,,,,
books/daglib/0098580,2011-04-14,,,A tutorial introduction to Occam programming - including a specification section defining the extended Occam language.,,,1986,,,,,,,
books/daglib/0007398,2017-05-16,,,Computergenerierte Pflanzen - Technik und Design digitaler Pflanzenwelten.,,I-XII 1-287,2002,,,,,,X.media.press,
books/daglib/0090945,2011-04-28,,,An introduction to the analysis of algorithms.,,I-XV 1-492,1996,,,,,,,
books/daglib/0095241,2011-04-21,,,Computational signal processing with wavelets.,,I-XXIV 1-324,1998,,,,,,Applied and numerical harmonic analysis,
books/daglib/0012705,2011-04-14,,,Practical linear algebra - a geometry toolbox.,,I-XVI 1-384,2004,,,,,,,
books/daglib/0095292,2011-02-03,,,Over and over again.,,I-XIV 1-309,1997,,,,,,,
books/daglib/0073733,2011-04-08,,,The image processing handbook (2. ed.).,,1-674,1994,,,,,,,
books/daglib/0067756,2011-05-03,,,CAST - computerunterstützte Systemtheorie; Aufbau und Anwendung von Systemtheorie-Methodenbanken.,,I-X 1-171,1990,,,,,,,
books/daglib/0017749,2011-03-21,,,Programming WCF services - building SOAs with Windows communication foundation.,,I-XXII 1-610,2007,,,,,,,
books/daglib/0067046,2011-04-07,,,C - an introduction with advanced applications.,,I-X 1-246,1991,,,,,,,
books/daglib/0022621,2011-02-09,,,Cloud Application Architectures - Building Applications and Infrastructure in the Cloud.,,I-XII 1-189,2009,,,,,,,
books/daglib/0077398,2011-04-29,,,Parallel algorithms for VLSI computer-aided design.,,I-XX 1-699,1994,,,,,,,
books/daglib/0095237,2011-04-21,,,Tex-Praxis.,,I-XIV 1-425,1998,,,,,,,
books/daglib/0072413,2011-04-08,,,Computational complexity.,,I-XV 1-523,1994,,,,,,,
books/daglib/0034801,2015-02-03,,,An Introduction to Communications Ecosystems.,,I-X 1-331,2012,,,,,,,
books/daglib/0020189,2011-02-10,,,Agile Softwareentwicklung - Werte Konzepte und Methoden.,,I-XII 1-187,2008,,,,,,,
books/daglib/0006723,2011-04-12,,,Theoretische Informatik - Grundlagen mit Übungsaufgaben und Lösungen.,,I-VIII 1-231,2002,,,,,,,
books/daglib/0004299,2011-04-12,,,Security engineering - a guide to building dependable distributed systems.,,I-XXVIII 1-612,2001,,,,,,,
books/daglib/0007181,2011-04-12,,,Programming .NET web services - building werb services with ASP.NET and C#.,,I-XVI 1-396,2002,,,,,,,
books/daglib/0093536,2017-01-11,,,Segmentorientierte Analyse und nichtlineare Auswertung für die dynamische Unterschriftsverifikation.,,1-102,1998,182,,,,,DISKI,Technical University Munich Germany
books/daglib/0011011,2011-04-07,,,Hackers and painters - big ideas from the computer age.,,I-XI 1-258,2004,,,,,,,
books/daglib/0019959,2011-02-08,,,Shape interrogation for computer aided design and manufacturing.,,I-XVI 1-408,2002,,,,,,,
books/daglib/0010076,2011-04-07,,,Sendmail cookbook - administering securing and spam-fighting.,,I-XVIII 1-388,2004,,,,,,,
books/daglib/0013514,2011-04-14,,,Computational mathematics - models methods and analysis with MATLAB and MPI.,,I-XVI 1-385,2004,,,,,,,
books/daglib/0077545,2011-04-29,,,Struktur und Interpretation von Computerprogrammen - eine Informatik-Einführung (2. Aufl.).,,I-XXI 1-651,1993,,,,,,,
books/daglib/0016911,2011-02-08,,,Multiple criteria decision analysis - an integrated approach.,,I-XVIII 1-372,2002,,,,,,,
books/daglib/0028063,2012-01-03,,,The Role of True Finiteness in the Admissible Recursively Enumerable Degrees.,,I-VI 1-99,2006,854,,,,,Memoirs of the American Mathematical Society,
books/daglib/0001205,2011-04-12,,,Iterative computer algorithms with applications in engineering - solving combinatorial optimization problems.,,I-XXII 1-387,1999,,,,,,,
books/daglib/0092271,2011-04-19,,,Applied numerical methods with software.,,I-XIII 1-570,1991,,,,,,,
books/daglib/0079421,2016-02-16,,,Turing - problem solving and program design.,,I-XIII 1-705,1995,,,,,,,
books/daglib/0017257,2011-04-12,,,Convergence properties of evolutionary algorithms.,,I-X 1-286,1997,,,,,,,
books/daglib/0017499,2017-05-16,,,Introduction to scientific visualization.,,I-XIII 1-147,2007,,,,,,,
books/daglib/0098576,2011-03-23,,,Instructor's guide to accompany programming principles - an introduction.,,,1984,,,,,,,
books/daglib/0097931,2017-05-16,,,Introduction to Circuit Complexity - A Uniform Approach.,,I-XI 1-270,1999,,,,,,Texts in Theoretical Computer Science. An EATCS Series,
books/daglib/0072557,2011-05-02,,,Assemblers and loaders.,,I-XIII 1-294,1992,,,,,,Ellis Horwood series in computers and their applications,
books/daglib/0000515,2017-01-11,,,DIA-MOLE - Modellierung gesprochen-sprachlicher Dialoge unter Zuhilfenahme eines maschinellen Lernverfahrens.,,1-288,1999,221,,,,,DISKI,University of Hamburg Germany
books/daglib/0097928,2011-04-20,,,Webmaster in a nutshell (2. ed.).,,I-XIV 1-523,1999,,,,,,,
books/daglib/0098563,2011-04-14,,,MACRO-11 assembly language - architecture and structured programming; solutions manual to MACRO 11 assembly language.,,1-104,1986,,,,,,,
books/daglib/0012827,2011-04-01,,,Informationsmanagement (4. Aufl.).,,I-XIX 1-574,2005,,,,,,,
books/daglib/0016437,2011-05-26,,,Model driven architecture and ontology development.,,I-XVII 1-311,2006,,,,,,,
books/daglib/0078795,2017-01-09,,,Mathematische Modellbildung und Analyse des betriebsmittelbeschränkten Scheduling auf parallelen Maschinen.,,1-172,1992,,,,,,Reihe Informatik,Clausthal University of Technology Clausthal-Zellerfeld Germany
books/daglib/0084405,2017-01-12,,,Algebraische Termgraphersetzung mit gebundenen Variablen.,,I-VIII 1-152,1996,,,,,,Informatik,Bundeswehr University Munich Neubiberg (Munich) Germany
books/daglib/0018438,2011-03-21,,,Second Life - verstehen erkunden mitgestalten: Praxistipps und Hintergrundwissen.,,I-VI 1-168,2007,,,,,,,
books/daglib/0023489,2011-02-09,,,Designing Social Interfaces - Principles Patterns and Practices for Improving the User Experience.,,I-XXIV 1-489,2009,,,,,,,
books/daglib/0081811,2011-04-29,,,MathTensor - a system for doing Tensor analysis by computer.,,I-XV 1-379,1994,,,,,,,
books/daglib/0078654,2011-04-29,,,Data structures with abstract types and Pascal (2. ed.).,,I-XXI 1-471,1994,,,,,,,
books/daglib/0096027,2011-04-19,,,Fault tolerance through program transformation.,,I-VIII 1-280,1991,,,,,,,
books/daglib/0067819,2011-04-07,,,Aufbau und Arbeitsweise von Rechenanlagen - eine Einführung in Rechnerarchitektur und Rechnerorganisation für das Grundstudium der Informatik (2. Aufl.).,,I-XI 1-367,1992,,,,,,,
books/daglib/0084669,2011-04-27,,,,,,,,,,,,,
books/daglib/0033336,2017-05-16,,,Interactive Experience in the Digital Age Evaluating New Art Practice,,,2014,,,db/books/collections/CF2014.html,,,,
books/daglib/0007002,2011-04-12,,,HTML and XHTML - the definitive guide: creating effective web pages (5. ed.).,,I-XXI 1-645,2002,,,,,,,
books/daglib/0032241,2017-05-29,,,Mapping Scientific Frontiers - The Quest for Knowledge Visualization 2nd Edition.,,I-XXXVII 1-344,2013,,,,,,,
books/daglib/0011284,2011-04-07,,,Workshop SAP query.,,I-IX 1-230,2004,,,,,,,
books/daglib/0072407,2011-05-02,,,Object-oriented methods.,,I-XV 1-410,1991,,,,,,,
books/daglib/0095148,2011-02-03,,,Theorie und Praxis fotorealistischer Computergrafiken - eine praxisorientierte Einführung in Raytracing Modellierung und Animation inklusive Software und Beispielen auf CD-ROM.,,1-445,1997,,,,,,,
books/daglib/0076467,2017-01-11,,,PPO eine objektorientierte Prolog-Erweiterung zur Entwicklung wissensbasierter Anwendungssysteme.,,I-XIV 1-244,1994,69,,,,,DISKI,University of Oldenburg Germany
books/daglib/0034856,2017-05-16,,,Simula Research Laboratory by Thinking Constantly about it,,,2010,,,db/books/collections/TBL2010.html,,,,
books/daglib/0013732,2011-04-01,,,Digital identity.,,I-XVIII 1-234,2005,,,,,,,
books/daglib/0095291,2011-02-03,,,Conceptual mathematics - a first introduction to categories.,,I-XII 1-358,1997,,,,,,,
books/daglib/0066909,2011-05-05,,,Performance models of multiprocessor systems.,,I-XIV 1-280,1986,,,,,,MIT Press series in computer systems,
books/daglib/0015654,2017-05-16,,,Object-Oriented Metrics in Practice - Using Software Metrics to Characterize Evaluate and Improve the Design of Object-Oriented Systems.,,I-XIV 1-205,2006,,,,,,,
books/daglib/0029410,2012-09-04,,,Macintosh Terminal - Pocket Guide: Take Command of Your Mac.,,I-IV 1-223,2012,,,,,,,
books/daglib/0019671,2011-03-23,,,Computational intelligence - an introduction (2. ed.).,,I-XXX 1-597,2007,,,,,,,
books/daglib/0019555,2011-04-06,,,Programming in C++ (3. ed.).,,I-XXV 1-719,2005,,,,,,,
books/daglib/0083528,2011-04-29,,,Datenstrukturen in APL2 - mit Anwendungen aus der künstlichen Intelligenz.,,I-X 1-342,1992,,,,,,,
books/daglib/0029337,2012-09-04,,,Getting Started with Couchbase Server - Extreme Scalability at Your Fingertips.,,I-X 1-76,2012,,,,,,,
books/daglib/0025191,2011-02-04,,,Windows PowerShell Cookbook - Scripting Microsoft's New Command Shell: revised and updated (2. ed.).,,I-XXX 1-849,2010,,,,,,,
books/daglib/0071327,2011-04-29,,,Distributed systems - concepts and design.,,I-XVII 1-366,1988,,,,,,,
books/daglib/0097332,2011-04-20,,,Writing Apache modules with Perl and C - the Apache API and mod Perl.,,I-XIX 1-724,1999,,,,,,,
books/daglib/0022080,2017-05-16,,,Adoption-centric Usability Engineering - Systematic Deployment Assessment and Improvement of Usability Methods in Software Engineering.,,I-XVII 1-158,2009,,,,,,,
books/daglib/0012820,2011-04-14,,,Grid systems - principles of organizing type.,,1-120,2004,,,,,,,
books/daglib/0001229,2011-04-12,,,Software-Prüfung - eine Anleitung zum Test und zur Inspektion (4. Aufl.).,,1-158,2000,,,,,,,
books/daglib/0020925,2011-04-14,,,Web-enabled systems integration - practices and challenges.,,I-XIII 1-319,2003,,,,,,,
books/daglib/0015066,2011-04-06,,,ASP.NET 2.0 cookbook - 125 solutions in C# and Visual Basic for web developers: all new for 2.0 (2. ed.).,,I-XXII 1-989,2005,,,,,,,
books/daglib/0067865,2011-04-07,,,Programmieren in PL/I - eine moderne Einführung (2. Aufl.).,,I-X 1-292,1992,,,,,,,
books/daglib/0003231,2011-04-18,,,Computer arithmetic - algorithms and hardware designs.,,I-XX 1-490,2000,,,,,,,
books/daglib/0016978,2011-03-24,,,Programming Atlas - building Ajax-style applications with ASP.NET Atlas.,,I-XIX 1-382,2006,,,,,,,
books/daglib/0023259,2011-03-15,,,Lehrbuch Informatik - Vorkurs Programmieren Geschichte und Begriffsbildung Automatenentwurf.,,1-512,2008,,,,,,,
books/daglib/0017446,2017-05-16,,,An introduction to knowledge engineering.,,I-X 1-287,2007,,,,,,,
books/daglib/0087859,2014-07-30,,,Konturapproximation in mehrdimensionalen regulären Gitterdaten.,,1-245,1996,,,,,,Berichte aus der Informatik,
books/daglib/0011911,2011-02-06,,,The design and implementation of the FreeBSD operating system - FreeBSB version 5.2.,,I-XXVI 1-683,2005,,,,,,,
books/daglib/0024170,2017-05-16,,,The Pillars of Computation Theory - State Encoding Nondeterminism.,,I-XVII 1-324,2010,,,,,,,
books/daglib/0072309,2011-04-29,,,Practical optimization.,,I-XVI 1-401,1981,,,,,,,
books/daglib/0039117,2017-05-16,,,Einführung in die computerorientierte Mathematik mit Sage.,,I-IX 1-195,2016,,,,,,Springer Studium Mathematik - Bachelor,
books/daglib/0018443,2011-04-14,,,Routing flow and capacity design in communication and computer networks.,,I-XXVIII 1-765,2004,,,,,,,
books/daglib/0021992,2011-03-16,,,Universal design for web applications - building web applications for everyone.,,1-198,2008,,,,,,,
books/daglib/0028899,2012-05-04,,,Learning CFEngine 3 - automated system administration for sites of any size.,,I-XVII 1-161,2012,,,,,,,
books/daglib/0007402,2011-04-16,,,,,,,,,,,,,
books/daglib/0032926,2017-05-16,,,Case-Based Reasoning - A Textbook.,,I-XVIII 1-546,2013,,,,,,,
books/daglib/0097313,2017-06-08,,,Verteiltes Problemlösen mit wissensbasierten Diagnosesystemen.,,I-XVII 1-289,1999,203,,,,,DISKI,Julius Maximilians University Würzburg Germany
books/daglib/0098307,2011-04-21,,,Waves called solitons - concepts and experiments (3. ed.).,,I-XIX 1-327,1999,,,,,,,
books/daglib/0067350,2011-05-03,,,EXCEL in der Anwendung.,,I-XI 1-368,1990,,,,,,,
books/daglib/0016599,2011-10-14,,,LPI Linux certification - in a nutshell: a desktop quick reference: pass the LPIC-1 and LPIC-2 exams 2nd Edition.,,I-XVIII 1-961,2006,,,,,,,
books/daglib/0072133,2011-04-29,,,Operating systems - a practical approach.,,I-XI 1-463,1993,,,,,,,
books/daglib/0082257,2011-04-29,,,Objektorientierte Programmierung mit Smalltalk / V - Grundlagen Systemstrukturen und praktische Einführung.,,I-XII 1-332,1994,,,,,,,
