BOOK_KEY,LAST_MDATE,PUBLTYPE,CDATE,TITLE,BOOKTITLE,PAGES,YEAR,VOLUME,MONTH,URL,CDROM,NOTE,SERIES,SCHOOL
series/shti/181,2017-05-28,,,Annual Review of Cybertherapy and Telemedicine 2012 - Advanced Technologies in the Behavioral Social and Neurosciences,Annual Review of Cybertherapy and Telemedicine,,2012,181,,db/series/shti/shti181.html,,,Studies in Health Technology and Informatics,
series/shti/193,2013-09-12,,,Health Information Governance in a Digital Environment,Health Information Governance in a Digital Environment,,2013,193,,db/series/shti/shti193.html,,,Studies in Health Technology and Informatics,
series/shti/99,2017-05-26,,,Cybertherapy - Internet and Virtual Reality as Assessment and Rehabilitation Tools for Clinical Psychology and Neuroscience,Cybertherapy,,2004,99,,db/series/shti/shti99.html,,,Studies in Health Technology and Informatics,
series/shti/167,2017-05-31,,,Annual Review of Cybertherapy and Telemedicine 2011 - Advanced Technologies in Behavioral Social and Neurosciences,Annual Review of Cybertherapy and Telemedicine,,2011,167,,db/series/shti/shti167.html,,,Studies in Health Technology and Informatics,
series/shti/191,2017-05-30,,,Annual Review of Cybertherapy and Telemedicine 2013 - Positive Technology and Health Engagement for Healthy Living and Active Ageing,Annual Review of Cybertherapy and Telemedicine,,2013,191,,db/series/shti/shti191.html,,,Studies in Health Technology and Informatics,
series/shti/144,2017-05-30,,,Annual Review of Cybertherapy and Telemedicine 2009 - Advanced Technologies in the Behavioral Social and Neurosciences,Annual Review of Cybertherapy and Telemedicine,,2009,144,,db/series/shti/shti144.html,,,Studies in Health Technology and Informatics,
series/irs/WilkinsonAFSTZ98,2017-06-09,,,Document Computing - Technologies for Managing Electronic Document Collections,,1-205,1998,5,,,,,The Kluwer International Series on Information Retrieval,
series/irs/Kruschwitz05,2017-05-16,,,Intelligent Document Retrieval - Exploiting Markup Structure,,1-197,2005,17,,,,,The Springer International Series on Information Retrieval,
series/irs/Metzler11,2017-05-16,,,A Feature-Centric View of Information Retrieval,,1-166,2011,27,,,,,The Information Retrieval Series,
series/irs/Wang01,2017-05-16,,,Integrated Region-Based Image Retrieval,,1-178,2001,11,,,,,The Kluwer International Series on Information Retrieval,
series/irs/Dominich08,2017-05-16,,,The Modern Algebra of Information Retrieval,,1-327,2008,24,,,,,The Information Retrieval Series,
series/irs/Melucci15,2017-05-16,,,Introduction to Information Retrieval and Quantum Mechanics,,1-195,2015,35,,,,,The Information Retrieval Series,
series/irs/ChenLW04,2017-05-16,,,,,,,,,,,,,
series/irs/Kowalski97,2017-05-16,,,Information Retrieval Systems - Theory and Implementation,,1-282,1997,1,,,,,The Kluwer International Series on Information Retrieval,
series/irs/WuKLH00,2017-05-16,,,Perspectives on Content-Based Multimedia Systems,,1-391,2000,9,,,,,The Kluwer International Series on Information Retrieval,
series/irs/IngwersenJ05,2017-05-16,,,The Turn - Integration of Information Seeking and Retrieval in Context,,1-448,2005,18,,,,,The Kluwer International Series on Information Retrieval,
series/irs/KneesS16,2017-06-29,,,Music Similarity and Retrieval - An Introduction to Audio- and Web-based Strategies,,1-254,2016,36,,,,,The Information Retrieval Series,
series/irs/KowalskiM02,2017-05-16,,,Information Storage and Retrieval Systems - Theory and Implementation Second Edition,,1-318,2002,8,,,,,The Kluwer International Series on Information Retrieval,
series/irs/GrossmanF04,2017-05-16,,,Information Retrieval - Algorithms and Heuristics Second Edition,,1-332,2004,15,,,,,The Kluwer International Series on Information Retrieval,
series/irs/Zhang08,2017-05-16,,,Visualization for Information Retrieval,,1-293,2008,23,,,,,The Information Retrieval Series,
series/irs/Losee98,2017-05-16,,,Text Retrieval and Filtering - Analytic Models of Performance,,1-242,1998,3,,,,,The Kluwer International Series on Information Retrieval,
series/irs/Lavrenko09,2017-05-16,,,A Generative Theory of Relevance,,1-197,2009,26,,,,,The Information Retrieval Series,
series/irs/Shah17,2017-06-29,,,Social Information Seeking - Leveraging the Wisdom of the Crowd,,3-164,2017,38,,,,,The Information Retrieval Series,
series/vo/Grad15,2017-05-16,,,Vector Optimization and Monotone Operators via Convex Duality - Recent Advances.,,i-xvii 1-269,2015,,,,,,Vector Optimization,
series/vo/Eichfelder08,2017-05-16,,,Adaptive Scalarization Methods in Multiobjective Optimization.,,i-xiii 1-241,2008,,,,,,Vector Optimization,
series/vo/KhanTZ15,2017-05-16,,,Set-valued Optimization - An Introduction with Applications.,,i-xxii 1-765,2015,,,,,,Vector Optimization,
series/vo/Lohne11,2017-05-16,,,Vector Optimization with Infimum and Supremum.,,1-206,2011,,,,,,Vector Optimization,
series/vo/YoonYN09,2017-05-16,,,Sequential Approximate Multiobjective Optimization Using Computational Intelligence.,,1-183,2009,,,,,,Vector Optimization,
series/vo/BotGW09,2017-05-16,,,Duality in Vector Optimization.,,1-383,2009,,,,,,Vector Optimization,
series/lnm/1971-188,2017-05-16,,,Symposium on Semantics of Algorithmic Languages,Symposium on Semantics of Algorithmic Languages,,1991,188,,db/series/lnm/lnm188.html,,,Lecture Notes in Mathematics,
series/xmedia/BurgerB06,2017-05-16,,,Digitale Bildverarbeitung - Eine Einführung mit Java und ImageJ 2. Auflage,,1-515,2006,,,,,,X.media.press,
series/xmedia/Reichenberger10,2017-05-16,,,Kompendium semantische Netze - Konzepte Technologie Modellierung,,1-210,2010,,,,,,X.media.press,
series/xmedia/HanschR12,2017-05-16,,,Emotion@Web - Emotionale Websites durch Bewegtbild und Sound-Design,,1-273,2012,,,,,,X.media.press,
series/xmedia/Baumgardt00,2017-05-16,,,Web Design kreativ! - 3. überarbeitete und erweiterte Auflage,,1-231,2000,,,,,,X.media.press,
series/xmedia/NiegemannHHADK04,2017-05-16,,,Kompendium E-Learning,,1-411,2004,,,,,,X.media.press,
series/xmedia/Arndt06,2017-05-16,,,Integrierte Informationsarchitektur - Die erfolgreiche Konzeption professioneller Websites,,1-313,2006,,,,,,X.media.press,
series/xmedia/KuhlmannS08,2017-05-16,,,Innovative Lernsysteme - Kompetenzentwicklung mit Blended Learning und Social Software,,1-240,2008,,,,,,X.media.press,
series/xmedia/PellegriniSA14,2017-06-09,,,Linked Enterprise Data - Management und Bewirtschaftung vernetzter Unternehmensdaten mit Semantic Web Technologien,,1-295,2014,,,,,,X.media.press,
series/xmedia/MeinelS12,2017-05-16,,,Internetworking - Technische Grundlagen und Anwendungen,,1-978,2012,,,,,,X.media.press,
series/xmedia/Homann07,2017-05-16,,,Digitales Colormanagement - Grundlagen und Strategien zur Druckproduktion mit ICC-Profilen der ISO 12647-2 und PDF/X-1a 3. vollständig überarbeitete Auflage,,1-203,2007,,,,,,X.media.press,
series/xmedia/EgeHR15,2017-05-16,,,Corporate Semantic Web - Wie semantische Anwendungen in Unternehmen Nutzen stiften,,1-396,2015,,,,,,X.media.press,
series/xmedia/SackM09,2017-05-16,,,Digitale Kommunikation - Vernetzen Multimedia Sicherheit,,1-368,2009,,,,,,X.media.press,
series/xmedia/PokoyskiP14,2017-05-16,,,Corporate Audiobooks - Hörspiele Features & Co. in der Unternehmenskommunikation,,1-209,2014,,,,,,X.media.press,
series/xmedia/Gockel12,2017-05-16,,,Kompendium digitale Fotografie - Von der Theorie zur erfolgreichen Fotopraxis,,1-224,2012,,,,,,X.media.press,
series/xmedia/BurgerB15,2017-05-16,,,Digitale Bildverarbeitung - Eine algorithmische Einführung mit Java 3. Auflage,,1-803,2015,,,,,,X.media.press,
series/xmedia/GodertLN12,2017-05-16,,,Informationserschließung und Automatisches Indexieren - Ein Lehr- und Arbeitsbuch,,1-434,2012,,,,,,X.media.press,
series/xmedia/2009social,2017-05-16,,,Social Semantic Web: Web 2.0 - Was nun?,Social Semantic Web,,2009,,,db/series/xmedia/social2009.html,,,X.media.press,
series/xmedia/Niegemann08,2017-05-16,,,Kompendium multimediales Lernen,,1-679,2008,,,,,,X.media.press,
series/xmedia/Heinecke12,2017-05-16,,,Mensch-Computer-Interaktion - Basiswissen für Entwickler und Gestalter,,,,,,,,,,
series/xmedia/Quirmbach13,2017-05-16,,,Suchmaschinen - User Experience Usability und nutzerzentrierte Website-Gestaltung,,1-171,2013,,,,,,X.media.press,
series/xmedia/GulbinsK00,2017-05-16,,,Mut zur Typographie - Ein Kurs für Desktop-Publishing 2. überarbeitete Auflage,,1-430,2000,,,,,,X.media.press,
series/xmedia/Dorau11,2017-05-16,,,Emotionales Interaktionsdesign - Gesten und Mimik interaktiver Systeme,,1-259,2011,,,,,,X.media.press,
series/atlantis/GoertzelPG14a,2017-05-16,,,Engineering General Intelligence Part 2 - The CogPrime Architecture for Integrative Embodied AGI,,1-548,2014,6,,,,,Atlantis Thinking Machines,
series/atlantis/GoertzelGCJP11,2017-05-16,,,Real-World Reasoning: Toward Scalable Uncertain Spatiotemporal Contextual and Causal Inference,,i-ix 1-279,2011,2,,,,,Atlantis Thinking Machines,
series/atlantis/GoertzelPG14,2017-05-16,,,Engineering General Intelligence Part 1 - A Path to Advanced AGI via Embodied Learning and Cognitive Synergy,,1-373,2014,5,,,,,Atlantis Thinking Machines,
series/atlantis/Rohde10,2017-06-09,,,Enaction Embodiment Evolutionary Robotics - Simulation Models for a Post-Cognitivist Science of Mind,,i-xxi 1-342,2010,1,,,,,Atlantis Thinking Machines,
series/apc/2009-17,2013-06-03,,,Parallel Programming Models and Applications in Grid and P2P Systems.,Parallel Programming Models and Applications in Grid and P2P Systems.,,2009,17,,db/series/apc/apc17.html,,,Advances in Parallel Computing,
series/apc/KowalikP12,2013-06-03,,,Using OpenCL - Programming Massively Parallel Computers.,,1-295,2012,21,,http://ebooks.iospress.nl/volume/using-opencl,,,Advances in Parallel Computing,
series/gac/Perwass09,2017-05-10,,,Geometric Algebra with Applications in Engineering,,1-385,2009,4,,,,,Geometry and Computing,
series/gac/Farouki08,2017-05-10,,,Pythagorean-Hodograph Curves: Algebra and Geometry Inseparable,,1-729,2008,1,,,,,Geometry and Computing,
series/gac/PetersR08,2017-05-10,,,Subdivision Surfaces,,1-204,2008,3,,,,,Geometry and Computing,
series/gac/Morvan08,2017-05-10,,,Generalized Curvatures,,1-266,2008,2,,,,,Geometry and Computing,
series/gac/Sabin10,2017-05-10,,,Analysis and Design of Univariate Subdivision Schemes,,1-215,2010,6,,,,,Geometry and Computing,
series/gac/GallierX13,2017-05-10,,,A Guide to the Classification Theorem for Compact Surfaces,,1-178,2013,9,,,,,Geometry and Computing,
series/gac/ForstnerW16,2017-05-10,,,Photogrammetric Computer Vision - Statistics Geometry Orientation and Reconstruction,,1-816,2016,11,,,,,Geometry and Computing,
series/lnsn/2010-1,2017-05-16,,,From Sociology to Computing in Social Networks - Theory Foundations and Applications,From Sociology to Computing in Social Networks,,2010,1,,db/series/lnsn/lnsn1.html,,,Lecture Notes in Social Networks,
series/lnsn/2014ms,2017-05-16,,,Social Network Analysis - Community Detection and Evolution,Social Network Analysis,,2014,,,db/series/lnsn/ms2014.html,,,Lecture Notes in Social Networks,
series/lnsn/2015kc,2017-05-16,,,Applications of Social Media and Social Network Analysis,Applications of Social Media and Social Network Analysis,,2015,,,db/series/lnsn/kc2015.html,,,Lecture Notes in Social Networks,
series/lnsn/Zweig16,2017-05-16,,,Network Analysis Literacy - A Practical Approach to the Analysis of Networks,,3-485,2016,,,,,,Lecture Notes in Social Networks,
series/lnsn/2013-6,2017-05-16,,,The Influence of Technology on Social Network Analysis and Mining,The Influence of Technology on Social Network Analysis and Mining,,2013,6,,db/series/lnsn/lnsn6.html,,,Lecture Notes in Social Networks,
series/lnsn/2015uta,2017-05-16,,,Recommendation and Search in Social Networks,Recommendation and Search in Social Networks,,2015,,,db/series/lnsn/uta2015.html,,,Lecture Notes in Social Networks,
series/lnsn/2014ge,2017-05-16,,,Social Networks: Analysis and Case Studies,Social Networks: Analysis and Case Studies,,2014,,,db/series/lnsn/ge2014.html,,,Lecture Notes in Social Networks,
series/lnsn/2013-3,2017-05-16,,,Techniques and Tools for Designing an Online Social Network Platform,,3-176,2013,3,,,,,Lecture Notes in Social Networks,
series/lnsn/2013cb,2017-05-16,,,Security and Privacy Preserving in Social Networks,,,2013,,,db/series/lnsn/cb2013.html,,,Lecture Notes in Social Networks,
series/lnsn/Duggan16,2017-05-16,,,System Dynamics Modeling with R,,1-165,2016,,,,,,Lecture Notes in Social Networks,
series/lnsn/2013oerk,2017-05-16,,,Mining Social Networks and Security Informatics,Mining Social Networks and Security Informatics,,2013,,,db/series/lnsn/oerk2013.html,,,Lecture Notes in Social Networks,
series/lnsn/2014k,2017-05-16,,,Online Social Media Analysis and Visualization,Online Social Media Analysis and Visualization,,2014,,,db/series/lnsn/k2014.html,,,Lecture Notes in Social Networks,
series/lnsn/2011-2,2017-05-16,,,Counterterrorism and Open Source Intelligence,Counterterrorism and Open Source Intelligence,,2011,2,,db/series/lnsn/lnsn2.html,,,Lecture Notes in Social Networks,
series/lnsn/DatorSY15,2017-05-16,,,Mutative Media - Communication Technologies and Power Relations in the Past Present and Futures,,1-199,2015,,,,,,Lecture Notes in Social Networks,
series/lnsn/TayebiG16,2017-05-16,,,Social Network Analysis in Predictive Policing - Concepts Models and Methods,,1-130,2016,,,,,,Lecture Notes in Social Networks,
series/txcs/WeissIZ15,2017-05-16,,,Fundamentals of Predictive Text Mining Second Edition,,1-222,2015,,,,,,Texts in Computer Science,
series/txcs/KruseBBMS16,2017-05-16,,,Computational Intelligence - A Methodological Introduction Second Edition,,1-551,2016,,,,,,Texts in Computer Science,
series/txcs/WeissIZ10,2017-05-16,,,Fundamentals of Predictive Text Mining.,,I-XII 1-226,2010,41,,,,,Texts in Computer Science,
series/txcs/HomerS01,2017-05-16,,,Computability and Complexity Theory.,,i-xiii 1-195,2001,,,,,,Texts in Computer Science,
series/txcs/Kizza10,2017-05-16,,,Ethical and Social Issues in the Information Age Fourth Edition.,,i-xvii 1-335,2010,,,,,,Texts in Computer Science,
series/txcs/Revesz10,2017-05-16,,,Introduction to Databases - From Biological to Spatio-Temporal.,,i-xvii 1-753,2010,,,,,,Texts in Computer Science,
series/txcs/Williams11,2017-05-16,,,Explorations in Quantum Computing Second Edition.,,I-XXII 1-717,2011,,,,,,Texts in Computer Science,
series/txcs/Schneider97,2017-05-16,,,On Concurrent Programming.,,i-xix 473,1997,,,,,,Graduate Texts in Computer Science,
series/txcs/LiDL14,2017-05-16,,,Fundamentals of Multimedia,,1-714,2014,,,,,,Texts in Computer Science,
series/txcs/Stirling01,2017-05-16,,,Modal and Temporal Properties of Processes.,,i-xii 1-191,2001,,,,,,Texts in Computer Science,
series/txcs/Kizza03,2017-05-16,,,Ethical and Social Issues in the Information Age Second Edition.,,I-XXIII 1-374,2003,,,,,,Texts in Computer Science,
series/txcs/AptO97,2017-05-16,,,Verification of Sequential and Concurrent Programs Second Edition.,,i-xvii 1-364,1997,,,,,,Graduate Texts in Computer Science,
series/txcs/Majkic14,2017-05-16,,,Big Data Integration Theory - Theory and Methods of Database Mappings Programming Languages and Semantics,,1-513,2014,,,,,,Texts in Computer Science,
series/txcs/BurgerB16,2017-05-16,,,Digital Image Processing - An Algorithmic Introduction Using Java Second Edition,,1-711,2016,,,,,,Texts in Computer Science,
series/txcs/Page09,2017-05-16,,,Practical Introduction to Computer Architecture.,,I-XXII 1-641,2009,,,,,,Texts in Computer Science,
series/txcs/Munakata07,2017-05-16,,,Fundamentals of the New Artificial Intelligence - Neural Evolutionary Fuzzy and More Second Edition.,,I-XI 1-255,2007,,,,,,Texts in Computer Science,
series/txcs/Crespi-Reghizzi09,2017-05-16,,,Formal Languages and Compilation.,,,2009,,,,,,Texts in Computer Science,
series/txcs/BertholdBHK10,2017-05-16,,,Guide to Intelligent Data Analysis - How to Intelligently Make Sense of Real Data.,,I-XIII 1-394,2010,42,,,,,Texts in Computer Science,
series/txcs/DowneyF13,2017-05-16,,,Fundamentals of Parameterized Complexity.,,I-SSS 3-707,2013,,,,,,Texts in Computer Science,
series/txcs/Szeliski11,2017-05-16,,,Computer Vision - Algorithms and Applications.,,i-xx 1-812,2011,,,,,,Texts in Computer Science,
series/txcs/SkienaR03,2017-05-16,,,Programming Challenges - The Programming Contest Training Manual.,,i-xix 1-359,2003,,,,,,Texts in Computer Science,
series/txcs/LiV08,2017-05-16,,,An Introduction to Kolmogorov Complexity and Its Applications Third Edition.,,i-xxiii 1-790,2008,,,,,,Texts in Computer Science,
series/txcs/Dandamudi05,2017-05-16,,,Introduction to Assembly Language Programming - For Pentium and RISC Processors Second Edition.,,i-xxiii 1-690,2005,,,,,,Texts in Computer Science,
